guid,source_id,doc_id,scale,raw_text,text,lexical,structural,other,label_type,label,set,other_label_to_big5,facet
imessthingsup,IPIP,Q3490,AB5C,Mess things up,I mess things up.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
ineedacreativeoutlet,IPIP,Q3491,AB5C,Need a creative outlet,I need a creative outlet.,1,1,1,hard,openness,train,openness,imagination
ineedalotoftimetodothings,IPIP,Q3492,AB5C,Need a lot of time to do things,I need a lot of time to do things.,1,1,1,hard,extraversion,train,extraversion,assertiveness
ineedthingsexplainedonlyonce,IPIP,Q3494,AB5C,Need things explained only once,I need things explained only once.,1,1,1,hard,conscientiousness,train,conscientiousness,competence
ineedtounderstandmymotives,IPIP,Q3495,AB5C,Need to understand my motives,I need to understand my motives.,1,1,1,hard,openness,train,openness,depth
ineverchallengethings,IPIP,Q3497,AB5C,Never challenge things,I never challenge things.,1,1,1,hard,openness,test,openness,depth
ineverspendmorethanicanafford,IPIP,Q3498,AB5C,Never spend more than I can afford,I never spend more than I can afford.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
ineversplurge,IPIP,Q3499,AB5C,Never splurge,I never splurge.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
ineverstoptalking,IPIP,Q3500,AB5C,Never stop talking,I never stop talking.,1,1,1,hard,extraversion,train,extraversion,talkativeness
ioftenfeeluncomfortablearoundothers,IPIP,Q3502,AB5C,Often feel uncomfortable around others,I often feel uncomfortable around others.,1,1,1,hard,extraversion,train,extraversion,poise
ioftenmakelastminuteplans,IPIP,Q3505,AB5C,Often make last-minute plans,I often make last-minute plans.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
ionlyfeelcomfortablewithfriends,IPIP,Q3506,AB5C,Only feel comfortable with friends,I only feel comfortable with friends.,1,1,1,hard,neuroticism,train,neuroticism,poise
ionlytalkaboutmyowninterests,IPIP,Q3507,AB5C,Only talk about my own interests,I only talk about my own interests.,1,1,1,hard,agreeableness,train,agreeableness,morality
iopposeauthority,IPIP,Q3508,AB5C,Oppose authority,I oppose authority.,1,1,1,hard,conscientiousness,train,conscientiousness,nurturance
ioverestimatemyachievements,IPIP,Q3509,AB5C,Overestimate my achievements,I overestimate my achievements.,1,1,1,hard,agreeableness,train,agreeableness,morality
iamsensitivetotheneedsofothers,IPIP,Q351,HEXACO,Am sensitive to the needs of others,I am sensitive to the needs of others.,0,1,1,hard,agreeableness,train,agreeableness,sentimentality
igetupseteasily,IPIP,Q3510,AB5C,Get upset easily,I get upset easily.,1,1,1,hard,neuroticism,train,neuroticism,stability
iplaytricksonothers,IPIP,Q3513,AB5C,Play tricks on others,I play tricks on others.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
ipostponedecisions,IPIP,Q3514,AB5C,Postpone decisions,I postpone decisions.,1,1,1,hard,conscientiousness,test,conscientiousness,efficiency
iprefertobealone,IPIP,Q3515,AB5C,Prefer to be alone,I prefer to be alone.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
iprefertodealwithstrangersinaformalmanner,IPIP,Q3516,AB5C,Prefer to deal with strangers in a formal manner,I prefer to deal with strangers in a formal manner.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
iprefervarietytoroutine,IPIP,Q3517,AB5C,Prefer variety to routine,I prefer variety to routine.,1,1,1,hard,openness,train,openness,imagination
ipretendtobeconcernedforothers,IPIP,Q3518,AB5C,Pretend to be concerned for others,I pretend to be concerned for others.,1,1,1,hard,agreeableness,train,agreeableness,empathy
ipurchaseonlypracticalthings,IPIP,Q3519,AB5C,Purchase only practical things,I purchase only practical things.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
iputlittletimeandeffortintomywork,IPIP,Q3520,AB5C,Put little time and effort into my work,I put little time and effort into my work.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
iputoffunpleasanttasks,IPIP,Q3521,AB5C,Put off unpleasant tasks,I put off unpleasant tasks.,1,1,1,hard,conscientiousness,test,conscientiousness,conscientiousness
iquicklygettheideaofthings,IPIP,Q3523,AB5C,Quickly get the idea of things,I quickly get the idea of things.,1,1,1,hard,openness,train,openness,quickness
iquicklythinkupnewideas,IPIP,Q3524,AB5C,Quickly think up new ideas,I quickly think up new ideas.,1,1,1,hard,openness,train,openness,ingenuity
iradiatejoy,IPIP,Q3525,AB5C,Radiate joy,I radiate joy.,1,1,1,hard,extraversion,train,extraversion,friendliness
ihavecryingfits,IPIP,Q3526,AB5C,Have crying fits,I have crying fits.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
irarelylookforadeepermeaninginthings,IPIP,Q3527,AB5C,Rarely look for a deeper meaning in things,I rarely look for a deeper meaning in things.,1,1,1,hard,openness,test,openness,depth
ihavedayswheniammadattheworld,IPIP,Q3528,AB5C,Have days when I'm mad at the world,I have days when I am mad at the world.,1,1,1,hard,neuroticism,test,neuroticism,calmness
ifeelsympathyforthosewhoareworseoffthanmyself,IPIP,Q353,AB5C,Feel sympathy for those who are worse off than myself,I feel sympathy for those who are worse off than myself.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
irarelysmile,IPIP,Q3530,AB5C,Rarely smile,I rarely smile.,1,1,1,hard,agreeableness,test,agreeableness,warmth
ikeepupanappearance,IPIP,Q3531,AB5C,Keep up an appearance,I keep up an appearance.,1,1,1,hard,neuroticism,test,neuroticism,cool-headedness
ireasonlogically,IPIP,Q3532,AB5C,Reason logically,I reason logically.,1,1,1,hard,conscientiousness,train,conscientiousness,rationality
ireassureothers,IPIP,Q3533,AB5C,Reassure others,I reassure others.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
iliketogossip,IPIP,Q3534,AB5C,Like to gossip,I like to gossip.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
iremembermyfriendsbirthdays,IPIP,Q3535,AB5C,Remember my friends' birthdays,I remember my friends birthdays.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
irespectauthority,IPIP,Q3536,AB5C,Respect authority,I respect authority.,1,1,1,hard,conscientiousness,test,conscientiousness,morality
irespectothersfeelings,IPIP,Q3537,AB5C,Respect others' feelings,I respect others feelings.,1,1,1,hard,agreeableness,train,agreeableness,understanding
irespectothers,IPIP,Q3538,AB5C,Respect others,I respect others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
irespecttheprivacyofothers,IPIP,Q3539,AB5C,Respect the privacy of others,I respect the privacy of others.,1,1,1,hard,agreeableness,train,agreeableness,morality
ithinkofothersfirst,IPIP,Q354,AB5C,Think of others first,I think of others first.,1,1,1,hard,agreeableness,test,agreeableness,nurturance
iretreatfromothers,IPIP,Q3540,AB5C,Retreat from others,I retreat from others.,1,1,1,hard,extraversion,train,extraversion,poise
ireturnborroweditems,IPIP,Q3541,AB5C,Return borrowed items,I return borrowed items.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
ireveallittleaboutmyself,IPIP,Q3542,AB5C,Reveal little about myself,I reveal little about myself.,1,1,1,hard,extraversion,train,extraversion,friendliness
isayinappropriatethings,IPIP,Q3543,AB5C,Say inappropriate things,I say inappropriate things.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
ischemeagainstothers,IPIP,Q3544,AB5C,Scheme against others,I scheme against others.,1,1,1,hard,agreeableness,train,agreeableness,morality
iseebeautyinthingsthatothersmightnotnotice,IPIP,Q3545,AB5C,See beauty in things that others might not notice,I see beauty in things that others might not notice.,1,1,1,hard,openness,train,openness,reflection
iseethatrulesareobserved,IPIP,Q3546,AB5C,See that rules are observed,I see that rules are observed.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
iseekconflict,IPIP,Q3547,AB5C,Seek conflict,I seek conflict.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
iseekdanger,IPIP,Q3548,AB5C,Seek danger,I seek danger.,1,1,1,hard,extraversion,test,extraversion,nurturance
iseekexplanationsofthings,IPIP,Q3549,AB5C,Seek explanations of things,I seek explanations of things.,1,1,1,hard,openness,train,openness,competence
iseekquiet,IPIP,Q3550,AB5C,Seek quiet,I seek quiet.,1,1,1,hard,extraversion,train,extraversion,sociability
iseldomdaydream,IPIP,Q3551,AB5C,Seldom daydream,I seldom daydream.,1,1,1,hard,openness,train,openness,imagination
ilosemytemper,IPIP,Q3552,AB5C,Lose my temper,I lose my temper.,1,1,1,hard,neuroticism,train,neuroticism,calmness
iloveorderandregularity,IPIP,Q3553,AB5C,Love order and regularity,I love order and regularity.,1,1,1,hard,conscientiousness,train,conscientiousness,cool-headedness
iseldomgetlostinthought,IPIP,Q3554,AB5C,Seldom get lost in thought,I seldom get lost in thought.,1,1,1,hard,openness,train,openness,imagination
iseldomjokearound,IPIP,Q3556,AB5C,Seldom joke around,I seldom joke around.,1,1,1,hard,extraversion,train,extraversion,self-disclosure
iseldomnoticedetails,IPIP,Q3557,AB5C,Seldom notice details,I seldom notice details.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
ioftenmakeafuss,IPIP,Q3558,AB5C,Often make a fuss,I often make a fuss.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
isenseotherswishes,IPIP,Q3559,AB5C,Sense others' wishes,I sense others wishes.,1,1,1,hard,agreeableness,train,agreeableness,empathy
iuseothersformyownends,IPIP,Q356,NEO-PI-R,Use others for my own ends,I use others for my own ends.,0,1,1,hard,agreeableness,train,agreeableness,morality
ishirkmyduties,IPIP,Q3561,AB5C,Shirk my duties,I shirk my duties.,1,1,1,hard,conscientiousness,train,conscientiousness,purposefulness
ishowamasteryoflanguage,IPIP,Q3563,AB5C,Show a mastery of language,I show a mastery of language.,1,1,1,hard,openness,train,openness,intellect
ishowmyfeelings,IPIP,Q3564,AB5C,Show my feelings,I show my feelings.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
ishowmygratitude,IPIP,Q3565,AB5C,Show my gratitude,I show my gratitude.,1,1,1,hard,agreeableness,train,agreeableness,warmth
iskipdifficultwordswhilereading,IPIP,Q3566,AB5C,Skip difficult words while reading,I skip difficult words while reading.,1,1,1,hard,openness,train,openness,intellect
ireactintensely,IPIP,Q3567,AB5C,React intensely,I react intensely.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
ispeakloudly,IPIP,Q3568,AB5C,Speak loudly,I speak loudly.,1,1,1,hard,extraversion,train,extraversion,talkativeness
icheattogetahead,IPIP,Q357,NEO-PI-R,Cheat to get ahead,I cheat to get ahead.,0,1,1,hard,agreeableness,train,agreeableness,equity/fairness
istartconversations,IPIP,Q3571,AB5C,Start conversations,I start conversations.,1,1,1,hard,extraversion,train,extraversion,gregariousness
isticktotherules,IPIP,Q3572,AB5C,Stick to the rules,I stick to the rules.,1,1,1,hard,conscientiousness,train,conscientiousness,dutifulness
istickupformyself,IPIP,Q3573,AB5C,Stick up for myself,I stick up for myself.,1,1,1,hard,extraversion,train,extraversion,assertiveness
isufferfromotherssorrows,IPIP,Q3574,AB5C,Suffer from others' sorrows,I suffer from others sorrows.,1,1,1,hard,agreeableness,train,agreeableness,tenderness
isympathizewiththehomeless,IPIP,Q3576,AB5C,Sympathize with the homeless,I sympathize with the homeless.,1,1,1,hard,agreeableness,train,agreeableness,rationality
itakeaninterestinotherpeoplelives,IPIP,Q3577,AB5C,Take an interest in other people's lives,I take an interest in other people lives.,1,1,1,hard,agreeableness,test,agreeableness,sympathy
itakegoodcareofmybelongings,IPIP,Q3579,AB5C,Take good care of my belongings,I take good care of my belongings.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
itrustwhatpeoplesay,IPIP,Q358,AB5C,Trust what people say,I trust what people say.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
itakenotimeforothers,IPIP,Q3580,AB5C,Take no time for others,I take no time for others.,1,1,1,hard,agreeableness,train,agreeableness,understanding
ishootmymouthoff,IPIP,Q3581,AB5C,Shoot my mouth off,I shoot my mouth off.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
itakeothersinterestsintoaccount,IPIP,Q3582,AB5C,Take others' interests into account,I take others interests into account.,1,1,1,hard,agreeableness,train,agreeableness,understanding
itakeprecautions,IPIP,Q3583,AB5C,Take precautions,I take precautions.,1,1,1,hard,conscientiousness,test,conscientiousness,cautiousness
itaketaskstoolightly,IPIP,Q3584,AB5C,Take tasks too lightly,I take tasks too lightly.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
isnapatpeople,IPIP,Q3585,AB5C,Snap at people,I snap at people.,1,1,1,hard,neuroticism,train,neuroticism,calmness
itaketimeoutforothers,IPIP,Q3586,AB5C,Take time out for others,I take time out for others.,1,1,1,hard,agreeableness,train,agreeableness,warmth
itaketimetoreflectonthings,IPIP,Q3587,AB5C,Take time to reflect on things,I take time to reflect on things.,1,1,1,hard,openness,test,openness,reflection
itakeoffenseeasily,IPIP,Q3588,AB5C,Take offense easily,I take offense easily.,1,1,1,hard,neuroticism,train,neuroticism,toughness
italktoomuch,IPIP,Q3590,AB5C,Talk too much,I talk too much.,1,1,1,hard,extraversion,train,extraversion,talkativeness
itelltallstoriesaboutmyself,IPIP,Q3591,AB5C,Tell tall stories about myself,I tell tall stories about myself.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
itendtoanalyzethings,IPIP,Q3592,AB5C,Tend to analyze things,I tend to analyze things.,1,1,1,hard,openness,train,openness,depth
itendtodislikeimpulsivepeople,IPIP,Q3593,AB5C,Tend to dislike impulsive people,I tend to dislike impulsive people.,1,1,1,hard,conscientiousness,train,conscientiousness,cautiousness
itendtodislikesoftheartedpeople,IPIP,Q3594,AB5C,Tend to dislike soft-hearted people,I tend to dislike soft-hearted people.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
italkevenwheniknowishouldnot,IPIP,Q3595,AB5C,Talk even when I know I shouldn't,I talk even when I know I should not.,1,1,1,hard,neuroticism,train,neuroticism,impulse-control
itendtothinkaboutsomethingforhours,IPIP,Q3596,AB5C,Tend to think about something for hours,I tend to think about something for hours.,1,1,1,hard,openness,train,openness,depth
ithinkahead,IPIP,Q3597,AB5C,Think ahead,I think ahead.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
ithinkdeeplyaboutthings,IPIP,Q3598,AB5C,Think deeply about things,I think deeply about things.,1,1,1,hard,openness,train,openness,depth
ibelievethatothershavegoodintentions,IPIP,Q360,NEO-PI-R,Believe that others have good intentions,I believe that others have good intentions.,0,1,1,hard,agreeableness,train,agreeableness,trust
ithinktoohighlyofmyself,IPIP,Q3600,AB5C,Think too highly of myself,I think too highly of myself.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
itreatpeopleasinferiors,IPIP,Q3601,AB5C,Treat people as inferiors,I treat people as inferiors.,1,1,1,hard,agreeableness,train,agreeableness,empathy
itrustothers,IPIP,Q3602,AB5C,Trust others,I trust others.,1,1,1,hard,agreeableness,train,agreeableness,pleasantness
itrynottothinkabouttheneedy,IPIP,Q3604,AB5C,Try not to think about the needy,I try not to think about the needy.,1,1,1,hard,agreeableness,train,agreeableness,sympathy
itrytooutdoothers,IPIP,Q3609,AB5C,Try to outdo others,I try to outdo others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
ifeelthatmostpeoplecannotbetrusted,IPIP,Q361,HEXACO,Feel that most people can't be trusted,I feel that most people cannot be trusted.,0,1,1,hard,agreeableness,train,agreeableness,forgiveness/mercy
itrytostayintouchwithmyself,IPIP,Q3610,AB5C,Try to stay in touch with myself,I try to stay in touch with myself.,1,1,1,hard,openness,train,openness,empathy
iturnmybackonothers,IPIP,Q3612,AB5C,Turn my back on others,I turn my back on others.,1,1,1,hard,agreeableness,train,agreeableness,morality
iturnplansintoactions,IPIP,Q3613,AB5C,Turn plans into actions,I turn plans into actions.,1,1,1,hard,conscientiousness,train,conscientiousness,assertiveness
iusedifficultwords,IPIP,Q3614,AB5C,Use difficult words,I use difficult words.,1,1,1,hard,openness,train,openness,intellect
ivaluecooperationovercompetition,IPIP,Q3616,AB5C,Value cooperation over competition,I value cooperation over competition.,1,1,1,hard,agreeableness,train,agreeableness,cooperation
iwaitformyturn,IPIP,Q3617,AB5C,Wait for my turn,I wait for my turn.,1,1,1,hard,extraversion,train,extraversion,provocativeness
ibelievethatpeoplearebasicallymoral,IPIP,Q362,NEO-PI-R,Believe that people are basically moral,I believe that people are basically moral.,0,1,1,hard,agreeableness,train,agreeableness,trust
iwanteverythingtoaddupperfectly,IPIP,Q3620,AB5C,Want everything to add up perfectly,I want everything to add up perfectly.,1,1,1,hard,conscientiousness,train,conscientiousness,cool-headedness
iwanteverythingtobejustright,IPIP,Q3621,AB5C,"Want everything to be ""just right""",I want everything to be just right.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
iwantthingsdonemyway,IPIP,Q3622,AB5C,Want things done my way,I want things done my way.,1,1,1,hard,neuroticism,train,neuroticism,cool-headedness
iwantthingstoproceedaccordingtoplan,IPIP,Q3623,AB5C,Want things to proceed according to plan,I want things to proceed according to plan.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
iwanttomeansomethingtoothers,IPIP,Q3626,AB5C,Want to mean something to others,I want to mean something to others.,1,1,1,hard,agreeableness,test,agreeableness,tenderness
iwanttopleaseothers,IPIP,Q3627,AB5C,Want to please others,I want to please others.,1,1,1,hard,agreeableness,test,agreeableness,tenderness
iwarmupquicklytoothers,IPIP,Q3628,AB5C,Warm up quickly to others,I warm up quickly to others.,1,1,1,hard,extraversion,train,extraversion,friendliness
iwastemytime,IPIP,Q3629,AB5C,Waste my time,I waste my time.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
iamhardtosatisfy,IPIP,Q363,AB5C,Am hard to satisfy,I am hard to satisfy.,1,1,1,hard,agreeableness,test,agreeableness,pleasantness
iwearmyheartonmysleeve,IPIP,Q3630,AB5C,Wear my heart on my sleeve,I wear my heart on my sleeve.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
iwilldoanythingforothers,IPIP,Q3631,AB5C,Will do anything for others,I will do anything for others.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
iworkaccordingtoaroutine,IPIP,Q3633,AB5C,Work according to a routine,I work according to a routine.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
iworkonimprovingmyself,IPIP,Q3634,AB5C,I work on improving myself,I work on improving myself.,1,1,1,hard,conscientiousness,train,conscientiousness,empathy
iwouldnevercheatonmytaxes,IPIP,Q3636,AB5C,Would never cheat on my taxes,I would never cheat on my taxes.,1,1,1,hard,conscientiousness,train,conscientiousness,morality
iwouldnotharmafly,IPIP,Q3637,AB5C,Wouldn't harm a fly,I would not harm a fly.,1,1,1,hard,agreeableness,train,agreeableness,nurturance
ifinditdifficulttogetdowntowork,IPIP,Q364,AB5C,Find it difficult to get down to work,I find it difficult to get down to work.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
istarttasksrightaway,IPIP,Q365,NEO-PI-R,Start tasks right away,I start tasks right away.,0,1,1,hard,conscientiousness,test,conscientiousness,self-discipline
iworkhard,IPIP,Q366,NEO-PI-R,Work hard,I work hard.,0,1,1,hard,conscientiousness,test,conscientiousness,industriousness/perseverance/persistence
ineglectmyduties,IPIP,Q367,AB5C,Neglect my duties,I neglect my duties.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
ineedapushtogetstarted,IPIP,Q368,AB5C,Need a push to get started,I need a push to get started.,1,1,1,hard,conscientiousness,train,conscientiousness,efficiency
ileaveamessinmyroom,IPIP,Q370,AB5C,Leave a mess in my room,I leave a mess in my room.,1,1,1,hard,conscientiousness,train,conscientiousness,orderliness
ioftenforgettoputthingsbackintheirproperplace,IPIP,Q371,AB5C,Often forget to put things back in their proper place,I often forget to put things back in their proper place.,1,1,1,hard,conscientiousness,train,conscientiousness,conscientiousness
iwanteverydetailtakencareof,IPIP,Q375,AB5C,Want every detail taken care of,I want every detail taken care of.,1,1,1,hard,conscientiousness,test,conscientiousness,perfectionism
isethighstandardsformyselfandothers,IPIP,Q376,AB5C,Set high standards for myself and others,I set high standards for myself and others.,1,1,1,hard,conscientiousness,train,conscientiousness,organization
icontinueuntileverythingisperfect,IPIP,Q377,AB5C,Continue until everything is perfect,I continue until everything is perfect.,1,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
icanhandlealotofinformation,IPIP,Q379,AB5C,Can handle a lot of information,I can handle a lot of information.,1,1,1,hard,openness,train,openness,quickness
ithinkquickly,IPIP,Q380,BFAS,Think quickly,I think quickly.,1,1,1,hard,openness,train,openness,intellect
iamfullofideas,IPIP,Q381,AB5C,Am full of ideas,I am full of ideas.,1,1,1,hard,openness,train,openness,ingenuity
ilovetothinkupnewwaysofdoingthings,IPIP,Q384,AB5C,Love to think up new ways of doing things,I love to think up new ways of doing things.,1,1,1,hard,openness,train,openness,intellect
irebelagainstauthority,IPIP,Q386,HEXACO,Rebel against authority,I rebel against authority.,0,1,1,hard,openness,train,openness,unconventionality
ilovetoreflectonthings,IPIP,Q387,AB5C,Love to reflect on things,I love to reflect on things.,1,1,1,hard,openness,train,openness,empathy
ispendtimereflectingonthings,IPIP,Q388,AB5C,Spend time reflecting on things,I spend time reflecting on things.,1,1,1,hard,openness,train,openness,introspection/private self-consciousness
ishowmysadness,IPIP,Q3887,HEXACO,Show my sadness,I show my sadness.,0,1,1,hard,neuroticism,test,neuroticism,conformity/dependence/need for approval
itrytounderstandmyself,IPIP,Q389,AB5C,Try to understand myself,I try to understand myself.,1,1,1,hard,openness,train,openness,intellect
iadmireareallycleverscam,IPIP,Q3894,HEXACO,Admire a really clever scam,I admire a really clever scam.,0,0,1,hard,other,train,agreeableness,equity/fairness
iliketogetlostinthought,IPIP,Q390,AB5C,Like to get lost in thought,I like to get lost in thought.,1,1,1,hard,openness,test,openness,depth
istealthings,IPIP,Q3906,HEXACO,Steal things,I steal things.,0,0,1,hard,other,train,neuroticism,equity/fairness
ienjoybeingthoughtofasanormalmainstreamperson,IPIP,Q391,HEXACO,Enjoy being thought of as a normal mainstream person,I enjoy being thought of as a normal mainstream person.,0,1,1,hard,openness,train,openness,unconventionality
irarelygetirritated,IPIP,Q392,AB5C,Rarely get irritated,I rarely get irritated.,1,1,1,hard,neuroticism,train,neuroticism,calmness
iseldomgetmad,IPIP,Q393,AB5C,Seldom get mad,I seldom get mad.,1,1,1,hard,neuroticism,train,neuroticism,stability
itellotherpeoplewhattheywanttohearsothattheywilldowhatiwantthemtodo,IPIP,Q3931,HEXACO,Tell other people what they want to hear so that they will do what I want them to do,I tell other people what they want to hear so that they will do what I want them to do.,0,0,1,hard,other,train,agreeableness,sincerity
iamnoteasilyannoyed,IPIP,Q394,AB5C,Am not easily annoyed,I am not easily annoyed.,1,1,1,hard,neuroticism,train,neuroticism,calmness
idislikemyself,IPIP,Q395,AB5C,Dislike myself,I dislike myself.,1,1,1,hard,neuroticism,train,neuroticism,happiness
iquicklyloseinterestinthetasksistart,IPIP,Q3966,HEXACO,Quickly lose interest in the tasks I start,I quickly lose interest in the tasks I start.,0,1,1,hard,conscientiousness,train,conscientiousness,diligence
iworryaboutthings,IPIP,Q398,AB5C,Worry about things,I worry about things.,1,1,1,hard,neuroticism,test,neuroticism,happiness
irarelycryduringsadmovies,IPIP,Q3982,HEXACO,Rarely cry during sad movies,I rarely cry during sad movies.,0,1,1,hard,neuroticism,train,neuroticism,sentimentality
ipaniceasily,IPIP,Q400,AB5C,Panic easily,I panic easily.,1,1,1,hard,neuroticism,train,neuroticism,toughness
isuspectthatmyfacialexpressionsgivemeawaywhenifeelsad,IPIP,Q4009,HEXACO,Suspect that my facial expressions give me away when I feel sad,I suspect that my facial expressions give me away when I feel sad.,0,1,1,hard,neuroticism,train,neuroticism,conformity/dependence/need for approval
ifearfortheworst,IPIP,Q401,NEO-PI-R,Fear for the worst,I fear for the worst.,0,1,1,hard,neuroticism,train,neuroticism,anxiety
iprefertojustletthingshappen,IPIP,Q4026,HEXACO,Prefer to just let things happen,I prefer to just let things happen.,0,1,1,hard,conscientiousness,train,conscientiousness,perfectionism
iexperienceveryfewemotionalhighsandlows,IPIP,Q403,AB5C,Experience very few emotional highs and lows,I experience very few emotional highs and lows.,1,1,1,hard,neuroticism,train,neuroticism,tranquility
iamdevotedtoreligion,IPIP,Q4035,JPI,Am devoted to religion,I am devoted to religion.,0,0,1,hard,other,train,conscientiousness,traditionalism
igetoverwhelmedbyemotions,IPIP,Q404,AB5C,Get overwhelmed by emotions,I get overwhelmed by emotions.,1,1,1,hard,neuroticism,train,neuroticism,imperturbability
iexperiencemyemotionsintensely,IPIP,Q405,AB5C,Experience my emotions intensely,I experience my emotions intensely.,1,1,1,hard,openness,train,openness,tranquility
ibelieveinequalitybetweenallraces,IPIP,Q4055,JPI,Believe in equality between all races,I believe in equality between all races.,0,0,1,hard,other,train,openness,tolerance
ibelieveinsexualmodesty,IPIP,Q4057,JPI,Believe in sexual modesty,I believe in sexual modesty.,0,0,1,hard,other,train,conscientiousness,traditionalism
iusuallyliketospendmyfreetimewithpeople,IPIP,Q406,HEXACO,Usually like to spend my free time with people,I usually like to spend my free time with people.,0,1,1,hard,extraversion,train,extraversion,sociability
idonotconsidermyselfreligious,IPIP,Q4078,JPI,Don't consider myself religious,I do not consider myself religious.,0,0,1,hard,other,train,conscientiousness,traditionalism
idonotlikecrowdedevents,IPIP,Q408,AB5C,Don't like crowded events,I do not like crowded events.,1,1,1,hard,extraversion,train,extraversion,sociability
idoubtthevalueofreligion,IPIP,Q4085,JPI,Doubt the value of religion,I doubt the value of religion.,0,0,1,hard,other,train,conscientiousness,traditionalism
ifeelspirituallyconnectedtootherpeople,IPIP,Q4095,JPI,Feel spiritually connected to other people,I feel spiritually connected to other people.,0,0,1,hard,other,train,agreeableness,empathy
ifinditdifficulttomanipulateothers,IPIP,Q4096,JPI,Find it difficult to manipulate others,I find it difficult to manipulate others.,0,0,1,hard,other,train,extraversion,machiavellianism
iwanttobeleftalone,IPIP,Q410,AB5C,Want to be left alone,I want to be left alone.,1,1,1,hard,extraversion,train,extraversion,introspection/private self-consciousness
iguidemylifeusingreligiousscriptures,IPIP,Q4103,JPI,Guide my life using religious scriptures,I guide my life using religious scriptures.,0,0,1,hard,other,test,conscientiousness,traditionalism
imakemyselfthecenterofattention,IPIP,Q411,AB5C,Make myself the center of attention,I make myself the center of attention.,1,1,1,hard,extraversion,train,extraversion,talkativeness
iliketoattractattention,IPIP,Q412,AB5C,Like to attract attention,I like to attract attention.,1,1,1,hard,extraversion,train,extraversion,talkativeness
idislikebeingthecenterofattention,IPIP,Q413,NEO-PI-R,Dislike being the center of attention,I dislike being the center of attention.,0,1,1,hard,extraversion,train,extraversion,submissiveness
istayintouchwitholdacquaintances,IPIP,Q4139,JPI,Stay in touch with old acquaintances,I stay in touch with old acquaintances.,0,0,1,hard,other,train,conscientiousness,responsibility
ihatebeingthecenterofattention,IPIP,Q414,HEXACO,Hate being the center of attention,I hate being the center of attention.,0,1,1,hard,extraversion,test,extraversion,social boldness
iwanttobedifferentfromothers,IPIP,Q4152,JPI,Want to be different from others,I want to be different from others.,0,0,1,hard,other,train,agreeableness,conformity/dependence/need for approval
iwanttoformmyownopinions,IPIP,Q4153,JPI,Want to form my own opinions,I want to form my own opinions.,0,0,1,hard,other,test,agreeableness,conformity/dependence/need for approval
ifinditdifficulttoapproachothers,IPIP,Q416,AB5C,Find it difficult to approach others,I find it difficult to approach others.,1,1,1,hard,extraversion,train,extraversion,poise
iamannoyedbyothersmistakes,IPIP,Q4174,6FPQ,Am annoyed by others' mistakes,I am annoyed by others mistakes.,0,1,1,hard,agreeableness,train,agreeableness,agreeableness
ilaughaloud,IPIP,Q418,NEO-PI-R,Laugh aloud,I laugh aloud.,0,1,1,hard,extraversion,train,extraversion,cheerfulness
